0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,112
0,131
2,809
2,809
3,184
7,247
7,640
10,890
14,335
17,491
18,717
22,088
22,088
22,397
22,397
26,395
30,918
28,240
28,240
28,118
28,699
28,305
25,328
24,644
21,489
23,455
20,506
23,839
23,530
23,549
19,438
15,197
17,931
20,824
21,264
18,464
18,521
18,933
16,189
16,189
16,404
15,993
14,007
14,036
20,169
20,169
25,449
22,875
20,112
21,966
22,875
26,133
25,449
25,431
25,431
22,022
22,547
24,551
27,725
24,607
24,691
19,213
19,054
19,307
16,760
15,431
13,699
20,140
20,918
20,918
21,891
21,376
20,534
18,034
15,066
16,358
16,367
16,592
17,669
21,180
19,757
20,571
14,157
13,736
18,867
18,680
18,764
16,255
15,740
15,852
15,028
16,489
19,579
18,876
15,393
15,403
14,953
14,925
17,163
12,172
11,760
16,283
16,536
16,470
19,607
20,384
21,685
20,646
19,925
19,916
20,094
18,146
20,047
17,912
17,772
17,406
12,818
12,940
12,846
11,227
12,790
14,785
15,861
16,245
